,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
548,CERTIFIED,"PROCO GLOBAL, INC.",CHIEF EXECUTIVES,REGIONAL CEO - AMERICAS,Y,233418,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
549,CERTIFIED,SHOES OF PREY INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,117998,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
550,CERTIFIED,"TALENT INTELLIGENCE, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER/PRESIDENT,Y,226699,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
551,CERTIFIED,PACIFIC RESOURCES FOR EDUCATION AND LEARNING,CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,125590,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
552,CERTIFIED,VIDIENSE TECHNOLOGY INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
553,DENIED,LIVETILES LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
554,CERTIFIED,PIXMOTO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,124821,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
555,CERTIFIED,LIVETILES LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,196747,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
556,CERTIFIED,"LORNA JANE USA, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,216403,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
557,DENIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP MARKETING & PRODUCT STRATEGY,Y,235165,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
558,WITHDRAWN,KLONDEX MINES LTD,CHIEF EXECUTIVES,V.P. MARKETING & PRODUCT STRATEGY,Y,235165,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
559,CERTIFIED,COVER-MORE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,240469,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
560,CERTIFIED,NEUROLEADERSHIP INSTITUTE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,196747,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
561,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP MARKETING & PRODUCT STRATEGY,Y,185432,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
562,CERTIFIED,"SUNERA TECHNOLOGIES, INC",CHIEF EXECUTIVES,VICE PRESIDENT,Y,85821,2016,"WOODRIDGE, ILLINOIS",-88.0503406,41.7469749
563,CERTIFIED,"ONEWORLD MANAGEMENT COMPANY, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
564,CERTIFIED,GLOBAL ENERGY OPTIONS INC,CHIEF EXECUTIVES,CEO/ MANAGING DIRECTOR,Y,117749,2016,"DENVER, COLORADO",-104.990251,39.7392358
565,CERTIFIED,"UNIVERSAL ROCKS, LLC",CHIEF EXECUTIVES,PRESIDENT/CHIEF EXECUTIVE OFFICER,Y,129438,2016,"GARLAND, TEXAS",-96.6388833,32.912624
566,DENIED,DAYTON FINANCIAL LLC,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,109658,2016,"COKEVILLE, WYOMING",,
567,CERTIFIED,BOART LONGYEAR COMPANY,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT AND CHIEF FINANCIAL OFFICER,Y,195250,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
568,CERTIFIED,"RAPIDBUILT, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,119558,2016,"WEATHERFORD, TEXAS",,
569,DENIED,ROCKETSPACE INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,292000,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
570,CERTIFIED,ROCKETSPACE INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,292000,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
571,CERTIFIED,NEXTGEN GAMING (USA) LLC,CHIEF EXECUTIVES,CHIEF PEOPLE AND CULTURE OFFICER,Y,185432,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
572,CERTIFIED,BARBARO GROUP USA INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,195250,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
573,CERTIFIED,"GLOBAL POVERTY PROJECT, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,284211,2016,"NY, NEW YORK",-74.0059413,40.7127837
574,CERTIFIED,SVB EQUITY CAPITAL LLC,CHIEF EXECUTIVES,VICE PRESIDENT - INVESTMENTS,Y,187200,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
575,CERTIFIED,THERMO FISHER SCIENTIFIC INC.,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE-  GLOBAL CHEMICALS",Y,196747,2016,"FAIR LAWN, NEW JERSEY",-74.1318096,40.9403762
576,CERTIFIED,LFG AMERICA PTY LTD.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
577,CERTIFIED,ZOOX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,123053,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
578,CERTIFIED,THE WEISSCOMM GROUP LTD,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,278325,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
579,CERTIFIED,SUSTAINABLE FISHERIES PARTNERSHIP FOUNDATION,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,207605,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
580,CERTIFIED,DEQ SYSTEMS CORPORATION,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT - OPERATIONS,Y,135678,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
581,CERTIFIED,"CLASSIC SLEEPCARE, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,235165,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
582,CERTIFIED,INSPECTORATE AMERICA CORPORATION,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT NORTH AMERICA REGION,Y,197642,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
583,CERTIFIED,PANALITIX USA INC.,CHIEF EXECUTIVES,CHAIRMAN AND CHIEF EXECUTIVE OFFICER,Y,144706,2016,"CORTE MADERA, CALIFORNIA",-122.5274755,37.9254806
584,CERTIFIED,C S RMS LLC,CHIEF EXECUTIVES,PRESIDENT / CEO,Y,210000,2016,"FUQUAY VARINA, NORTH CAROLINA",,
585,CERTIFIED,"FREIGHTPLUS (USA), INC.",CHIEF EXECUTIVES,"PRESIDENT, USA",Y,92539,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
586,CERTIFIED,KWICKIE USA SERVICES INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,216403,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
587,CERTIFIED,"SURFSTITCH USA, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,175614,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
588,CERTIFIED,DYNAMIQ US LLC,CHIEF EXECUTIVES,FOUNDER & DIRECTOR OF STRATEGY,Y,164445,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
589,CERTIFIED,PRINCE OF PEACE ENTERPRISES INC.,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,163176,2016,"HAYWARD, CALIFORNIA",-122.0807964,37.6688205
590,CERTIFIED,CPT GLOBAL INC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
591,CERTIFIED,TRIPLE P AMERICA INC.,CHIEF EXECUTIVES,CEO,Y,177944,2016,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
592,CERTIFIED,TRIPLE P AMERICA INC.,CHIEF EXECUTIVES,CEO,Y,177944,2016,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
593,CERTIFIED,"PRATT INDUSTRIES, INC.",CHIEF EXECUTIVES,OPERATIONS MANAGER,Y,253635.2,2016,"CONYERS, GEORGIA",-84.0176904,33.6676103
594,CERTIFIED,CQR INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,196747,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
595,CERTIFIED,GHD INC.,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT DIRECTOR,Y,141710,2016,"MAPLE GROVE, MINNESOTA",-93.4557877,45.0724642
596,CERTIFIED-WITHDRAWN,MACQUARIE AIRCRAFT LEASING SERVICES (US) INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, RISK MANAGEMENT",Y,148824,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
597,CERTIFIED-WITHDRAWN,LEVI STRAUSS & CO.,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT MANAGER, ECOMMERCE OPERATIONS",Y,73091.2,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
598,CERTIFIED-WITHDRAWN,SUNTECHPROS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,66934,2016,"MORRISVILLE, NORTH CAROLINA",-78.8255621,35.823483
599,WITHDRAWN,LIMITED SERVICE CORPORATION,GENERAL AND OPERATIONS MANAGERS,"MANAGER, SPECIAL PROJECTS STORE OPERATIONS",Y,77771,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
600,CERTIFIED-WITHDRAWN,"WEATHERFORD INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,86258,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
601,CERTIFIED-WITHDRAWN,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER WEC,Y,74318,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
602,CERTIFIED-WITHDRAWN,SEARS HOLDINGS MANAGEMENT CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF OF STAFF,Y,109500,2016,"HOFFMAN ESTATES, ILLINOIS",-88.1227199,42.0629915
603,CERTIFIED-WITHDRAWN,"ACTAVIS, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT GENERIC R&D,Y,144040,2016,"WESTON, FLORIDA",-80.3997748,26.1003654
604,WITHDRAWN,MASTERCARD INTERNATIONAL INCORPORATED,GENERAL AND OPERATIONS MANAGERS,VICE CHAIRMAN,Y,202155,2016,"PURCHASE, NEW YORK",-73.7144477,41.0400135
605,CERTIFIED-WITHDRAWN,BETA RENEWABLES USA INC.,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE VICE PRESIDENT, PROJECT & BUSINESS DEVELOPMENT - N",Y,151528,2016,"WILMINGTON, NORTH CAROLINA",-77.9447102,34.2257255
606,CERTIFIED-WITHDRAWN,LANDOR LLC,GENERAL AND OPERATIONS MANAGERS,CLIENT MANAGER,N,69597,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
607,CERTIFIED-WITHDRAWN,NATIONAL MARINE MANUFACTURERS ASSOCIATION,GENERAL AND OPERATIONS MANAGERS,SHOW MANAGER,N,64210,2016,"ORANGE, CALIFORNIA",-117.8531119,33.7877944
608,CERTIFIED-WITHDRAWN,"ACCRETIVE HEALTH, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF CONTINUOUS IMPROVEMENT,Y,141835,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
609,CERTIFIED-WITHDRAWN,NOAH CONSULTING LLC,GENERAL AND OPERATIONS MANAGERS,PRACTICE LEAD-FACILITIES MANAGEMENT PRACTICE,Y,159806,2016,"KATY, TEXAS",-95.8243956,29.7857853
610,CERTIFIED,SVT LLC,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF IT AND MERCHANT FINANCIALS,Y,128794,2016,"HIGHLAND, INDIANA",,
611,CERTIFIED-WITHDRAWN,E*TRADE FINANCIAL CORPORATION,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, TRANSFORMATION",Y,202155,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
612,CERTIFIED-WITHDRAWN,"RIO TINTO SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER MINING & GEOSCIENCES,Y,129334,2016,"SOUTH JORDAN, UTAH",-111.929658,40.5621704
613,CERTIFIED-WITHDRAWN,BRIGHAM AND WOMEN'S HOSPITAL,GENERAL AND OPERATIONS MANAGERS,DIRECTOR EDUCATION AND RESEARCH,Y,70554,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
614,CERTIFIED-WITHDRAWN,ALEXANDER MCQUEEN TRADING LTD.,GENERAL AND OPERATIONS MANAGERS,RETAIL DIRECTOR,Y,204090,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
615,WITHDRAWN,"LLOYD'S REGISTER ENERGY AMERICAS, INC.",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,94723,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
616,CERTIFIED-WITHDRAWN,"BRAZIL GAS LOGISTICS, LLC",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,N,59842,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
617,CERTIFIED-WITHDRAWN,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE DIRECTOR, BUSINESS DEVELOPMENT AND ANALYTICS",Y,187117,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
618,WITHDRAWN,"AECOM TECHNICAL SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GEOGRAPHY MARKET SECTOR LEADER PRINCIPAL,Y,189592,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
619,CERTIFIED-WITHDRAWN,UNIVERSITY OF ILLINOIS,GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR,N,48547,2016,"URBANA, ILLINOIS",-88.2072697,40.1105875
620,CERTIFIED-WITHDRAWN,"CHEN MED, LLC",GENERAL AND OPERATIONS MANAGERS,"MANAGING DIRECTOR, OPERATIONS",Y,157227,2016,"MIAMI GARDENS, FLORIDA",-80.2456045,25.9420377
621,CERTIFIED-WITHDRAWN,"MERLIN PETROLEUM COMPANY, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER (BUNKER BROKER/TRADER),Y,162136,2016,"WESTPORT, CONNECTICUT",-73.3579049,41.1414717
622,CERTIFIED-WITHDRAWN,"WORLD MONUMENTS FUND, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR OF PROGRAMS, WORLD MONUMENTS INSTITUTE",Y,119288,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
623,CERTIFIED-WITHDRAWN,YOUNOW INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,161699,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
624,CERTIFIED-WITHDRAWN,"UBER TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT OPERATIONS SPECIALIST,N,69306,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
625,CERTIFIED-WITHDRAWN,USA MARBLE AND GRANITE,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,77584,2016,"FAIRFAX, VIRGINIA",-77.3063733,38.8462236
626,CERTIFIED-WITHDRAWN,USA CABINET STORE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL & OPERATIONS MANAGER,Y,77584,2016,"FAIRFAX, VIRGINIA",-77.3063733,38.8462236
627,CERTIFIED-WITHDRAWN,VISA U.S.A. INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR DIRECTOR,Y,163899,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
628,CERTIFIED,PANDA EXPRESS INC.,GENERAL AND OPERATIONS MANAGERS,AREA COACH OPERATIONS-IN TRAINING,N,43202,2016,"SIOUX CITY, IOWA",-96.4003069,42.4999942
629,CERTIFIED-WITHDRAWN,NEWMONT INTERNATIONAL SERVICES LIMITED,GENERAL AND OPERATIONS MANAGERS,PROCESS MANAGER,Y,132309,2016,"ENGLEWOOD, COLORADO",-104.9877597,39.6477653
630,CERTIFIED-WITHDRAWN,"NEW IMAGE BUILDING SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS / AREA MANAGER,N,53664,2016,"TROY, MICHIGAN",-83.1497751,42.6064095
631,CERTIFIED,MANSUR GAVRIEL LLC,GENERAL AND OPERATIONS MANAGERS,LOGISTICS & OPERATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
632,CERTIFIED-WITHDRAWN,YUNEN INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,53060.8,2016,"SALINA, KANSAS",,
633,WITHDRAWN,OGILVY PUBLIC RELATIONS WORLDWIDE INC. - FEINSTEIN KEAN HEALTHCARE,GENERAL AND OPERATIONS MANAGERS,SENIOR LEADER,Y,142667,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
634,CERTIFIED-WITHDRAWN,"REFUGEES INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMUNICATIONS AND ACTING MANAGER OF PROGRAM,Y,77584,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
635,CERTIFIED-WITHDRAWN,"PROMONTORY GROWTH AND INNOVATIONS, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,174970,2016,"CONCORD, MASSACHUSETTS",-71.3489484,42.4603719
636,CERTIFIED-WITHDRAWN,YAHOO! INC.,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS STRATEGY AND TRANSFORMATION",Y,187720,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
637,CERTIFIED-WITHDRAWN,"AEES, INC.",GENERAL AND OPERATIONS MANAGERS,"CUSTOMER EXECUTIVE - INDUSTRIAL, RAIL AND TRAILER MARKETS",Y,118248,2016,"FARMINGTON HILLS, MICHIGAN",-83.3677168,42.4989936
638,CERTIFIED-WITHDRAWN,"MOTIVE ENERGY, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,165880,2016,"ANAHEIM, CALIFORNIA",-117.9145036,33.8352932
639,CERTIFIED-WITHDRAWN,TRAIL BLAZERS INC.,GENERAL AND OPERATIONS MANAGERS,"SENIOR VICE PRESIDENT, BUSINESS OPERATIONS",Y,136469,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
640,CERTIFIED,"GIAVA COFFEE COMPANY, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402,2016,"WHITE PLAINS, NEW YORK",-73.7629097,41.0339862
641,CERTIFIED-WITHDRAWN,"L'AUBERGE NEWCO, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER OF RESTAURANTS,Y,96512,2016,"SEDONA, ARIZONA",,
642,CERTIFIED,FLUKE CORPORATION,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, AUTOMATION DIVISION",Y,131810,2016,"EVERETT, WASHINGTON",-122.2020794,47.9789848
643,CERTIFIED,SOHO HOUSE  - CIPURA MIAMI LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,135533,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
644,CERTIFIED-WITHDRAWN,"XEROX STATE & LOCAL SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,117437,2016,"STATEN ISLAND, NEW YORK",-74.1502007,40.5795317
645,CERTIFIED,"MAGELLAN AEROSPACE NEW YORK, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMERCIAL PROGRAMS,Y,74402,2016,"CORONA, NEW YORK",-73.8642613,40.7449859
646,CERTIFIED,"LOCCIONI USA, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,111571,2016,"COLLEGE PARK, MARYLAND",-76.93776,38.9896967
647,CERTIFIED,THE HERTZ CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR FLEET STRATEGY,Y,142293,2016,"ESTERO, FLORIDA",,
648,CERTIFIED-WITHDRAWN,"THEMESOFT, INC.",GENERAL AND OPERATIONS MANAGERS,ASST. MANAGING DIRECTOR,Y,113339,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
649,CERTIFIED,"T-MOBILE USA, INC.",GENERAL AND OPERATIONS MANAGERS,PARTNER DELIVERY MANAGER,Y,87526,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
650,WITHDRAWN,"SAMSUNG ELECTRONICS AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,103626,2016,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.7370639
651,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
652,CERTIFIED,VIACOM INTERNATIONAL INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
653,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
654,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
655,CERTIFIED,21ST CENTURY FOX AMERICA INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER - MEDIA & ARTS,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
656,CERTIFIED,BUPA WORLDWIDE CORPORATION,GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER II,N,69514,2016,"PALMETTO BAY, FLORIDA",,
657,CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
658,CERTIFIED,AOL INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, GSD OPERATIONS",Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
659,CERTIFIED,AGILIS ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57428.8,2016,"OSPREY, FLORIDA",,
660,CERTIFIED,"ECYCLEIT, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,137800,2016,"CARROLLTON, TEXAS",-96.8899636,32.9756415
661,CERTIFIED,"THE GAP, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR PRODUCT MANAGER - MARKETING, PAYMENTS & LOYALTY",Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
662,CERTIFIED,UINTA BREWING COMPANY,GENERAL AND OPERATIONS MANAGERS,"OPERATIONS MANAGER, BREWING",N,69867,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
663,CERTIFIED,"THOUGHTWORKS, INC.",GENERAL AND OPERATIONS MANAGERS,RESOURCE MANAGEMENT MANAGER,Y,110490,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
664,CERTIFIED,HB INTERNATIONAL INC,GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,74401.6,2016,"MOONACHIE, NEW JERSEY",-74.0451405,40.8412111
665,CERTIFIED,THE PROCARD GROUP LIMITED LIABILITY COMPANY,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BANK CARD SALES,Y,83616,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
666,CERTIFIED,NATIONAL INSTITUTE FOR NEWMAN STUDIES,GENERAL AND OPERATIONS MANAGERS,RESEARCH COORDINATOR,N,52374.4,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
667,CERTIFIED,AMAZON.COM.INDC LLC,GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,83408,2016,"WHITESTOWN, INDIANA",,
668,CERTIFIED,"SAMSUNG ELECTRONICS AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS MANAGER,Y,103626,2016,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.7370639
669,CERTIFIED,BETH ISRAEL MEDICAL CENTER,GENERAL AND OPERATIONS MANAGERS,MANAGER OPERATIONS & BUSINESS DEVELOPMENT,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
670,CERTIFIED,BLACK SPEAR GROUP INC.,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT,Y,121014,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
671,CERTIFIED,SYSCO CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, PROFITABILITY MANAGEMENT",Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
672,CERTIFIED,CRANE CO.,GENERAL AND OPERATIONS MANAGERS,"MANAGER, CRANE BUSINESS SYSTEMS",Y,80579,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
673,CERTIFIED,"MODERN INSTITUTE OF SURGERY, INC.",GENERAL AND OPERATIONS MANAGERS,PATIENT STRATEGIES & OPERATIONS ANALYST,N,57034,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
674,CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
675,CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
676,CERTIFIED,AGILIS ASSOCIATES LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57428.8,2016,"OSPREY, FLORIDA",,
